LGA_NAME,geometry
northern grampians,"POLYGON ((143.5045754020154 -36.88238072630666, 143.4673869454969 -36.91146984417487, 143.4720005852728 -36.93680264762057, 143.37277705933863 -36.93410956845459, 143.3534527244814 -36.9145825771394, 143.23929256502723 -36.90181669004424, 143.10699196719563 -36.90437884199784, 143.08991876458427 -36.96291947132863, 143.1052027304948 -36.97877145235433, 143.08708967371862 -36.97722436124655, 143.10270272877696 -37.00150348234462, 143.1011451096259 -37.10124293287195, 143.086165119959 -37.1247898721104, 143.0955593754556 -37.15542439287035, 143.06694489111345 -37.14735519108694, 143.05910004869378 -37.18718786085987, 142.96128859734648 -37.16702475483861, 142.95398016477642 -37.2077653246525, 142.8848024634062 -37.19961756745784, 142.78387610757773 -37.168832871256555, 142.76485204633227 -37.14188182996123, 142.71705252143641 -37.142788670138884, 142.71708900008412 -37.15739087023156, 142.5427499479831 -37.157366713997014, 142.59587965625283 -37.21875525248249, 142.59704089107342 -37.26218706381893, 142.58143823298582 -37.27064128295774, 142.6011698075459 -37.29288404425036, 142.4656306949461 -37.28158423727729, 142.23478357956617 -37.13816831110752, 142.2351347402654 -37.10716037293592, 142.2711711880663 -37.10738356099638, 142.28842805977274 -37.08873218486894, 142.3082059285151 -37.09845761506289, 142.34038692488537 -37.06625371571177, 142.40692500621356 -37.058322866497655, 142.39104490501347 -37.04625708150592, 142.39592416677348 -37.02850911067747, 142.41094135466275 -37.03457310158245, 142.4049577023274 -37.01629634212335, 142.33504288702304 -37.01903829511192, 142.34690289647043 -37.01374606776104, 142.3400007396554 -36.99130035722485, 142.35812730579056 -36.99992420832121, 142.35151602967366 -36.98030268181891, 142.3946635294885 -36.97836404529347, 142.35825589816608 -36.973123608162254, 142.37872254795138 -36.94771039918347, 142.37511296241428 -36.927049016846965, 142.35818547534654 -36.92647864186839, 142.37410364287408 -36.890256898559954, 142.3526855859359 -36.89674720336696, 142.35275815197144 -36.88499781229803, 142.38234931229508 -36.881052867978, 142.37731069423054 -36.86896670861227, 142.44167816431397 -36.86881580433019, 142.45582317260994 -36.91669984644789, 142.480376183428 -36.91676901487291, 142.4802022381778 -36.897665413743866, 142.4933531319432 -36.897664503507904, 142.5111035393264 -36.91540186965075, 142.49811714642328 -36.91663484490298, 142.49780434418736 -36.9420091580427, 142.55940521663945 -36.942722259636824, 142.55944735235073 -36.87958066924598, 142.57124230036675 -36.87937994993382, 142.52036738272605 -36.83810267670833, 142.4698177231782 -36.76139473629115, 142.73155001395918 -36.76135467861874, 142.7141033205814 -36.72101852733557, 142.79466916445915 -36.639498061593294, 142.816407694947 -36.59424150260019, 142.81637685695628 -36.572315342460406, 142.73161322313248 -36.550634067299896, 142.73189358789 -36.497673356982986, 142.7894016784415 -36.49587294037688, 142.79876876019094 -36.45945898070316, 143.01984322116948 -36.48272425407637, 143.0573822062567 -36.468160086250315, 143.04489668065142 -36.44316367533797, 143.13312509537818 -36.44940198072144, 143.1473939666959 -36.40973532133761, 143.28926035325514 -36.40825843999675, 143.3338770060203 -36.5123373533996, 143.4212099671962 -36.557158259077525, 143.4385070488273 -36.61463128051301, 143.48626730978114 -36.62565700354965, 143.50197370406954 -36.657803364730476, 143.45956840270279 -36.74624141265046, 143.50783717842907 -36.810192456056186, 143.5045754020154 -36.88238072630666))"
port phillip,"POLYGON ((144.96114473356593 -37.85455965352914, 144.91320011023677 -37.84227120018105, 144.91326671012013 -37.83401148213443, 144.97132748947865 -37.82988170707239, 145.00917222779466 -37.867583179896904, 144.98482924448135 -37.890971049374386, 144.96114473356593 -37.85455965352914))"
pyrenees,"POLYGON ((143.34949511887112 -37.69326454872859, 143.32062554309056 -37.71186247006313, 143.32275231263384 -37.74346367038814, 143.3037923596533 -37.75671586430228, 143.27189435054774 -37.75345137032195, 143.26735153027886 -37.73354892692102, 143.23183871925056 -37.74624554182209, 143.06057928789025 -37.718208434225836, 143.090448199172 -37.65048673561967, 143.19278179930032 -37.526433520082676, 143.1793670227997 -37.52463238125294, 143.19726938214973 -37.426297420738535, 143.25155481810717 -37.39168425984546, 143.2365536994038 -37.38430949288091, 143.24862006946108 -37.36208644348239, 143.20178554805463 -37.35662336058333, 143.19375169282938 -37.321215339873405, 143.22562340790614 -37.31537155178493, 143.23480836918 -37.2856217121625, 143.29110351967162 -37.28393981560464, 143.2637659441738 -37.18171017329112, 143.22470160354362 -37.15359590072359, 143.18156868758038 -37.18864496830717, 143.09553657544683 -37.1555583628698, 143.086165119959 -37.1247898721104, 143.1011451096259 -37.10124293287195, 143.10270272877696 -37.00150348234462, 143.08708967371862 -36.97722436124655, 143.1052027304948 -36.97877145235433, 143.08991876458427 -36.96291947132863, 143.10699196719563 -36.90437884199784, 143.1261430144892 -36.898659473124624, 143.3534527244814 -36.9145825771394, 143.37277705933863 -36.93410956845459, 143.58193349485165 -36.945128957533065, 143.5935299198143 -36.956167052328894, 143.57586631433907 -36.981537614381445, 143.6036652648093 -36.989919223176024, 143.56253169753612 -37.03360411087305, 143.55202037342957 -37.09413851059432, 143.58295036447245 -37.13192399276595, 143.54982826580115 -37.17619464096955, 143.58541799890557 -37.184539863248915, 143.58229036775828 -37.201720243160096, 143.6406456371371 -37.2082980168638, 143.63640580564797 -37.230820376737604, 143.66561095030804 -37.23430614859721, 143.62027898446408 -37.47376038323348, 143.59500480354376 -37.52725409597823, 143.6685495787081 -37.538434910670745, 143.6516794908311 -37.64703200227895, 143.53654419172034 -37.64829837306612, 143.53537676411904 -37.66655363710565, 143.48293987127306 -37.645962909708615, 143.44624481534967 -37.66943399657143, 143.35478981119564 -37.67026497191396, 143.34949511887112 -37.69326454872859))"
queenscliffe,"POLYGON ((144.62870964353695 -38.273462000609904, 144.61728755460217 -38.291615729955815, 144.60074978393953 -38.28782424882596, 144.62605098071148 -38.25764980333513, 144.6414947706302 -38.270163498446664, 144.66523478320758 -38.26296398799559, 144.6784859305676 -38.23794511173268, 144.7024306107864 -38.24303394637412, 144.65949290994618 -38.274788469682385, 144.62870964353695 -38.273462000609904))"
south gippsland,"POLYGON ((146.11421289908245 -38.827465457045804, 146.03297943430888 -38.81340616003634, 145.99787549970085 -38.84623683968415, 146.00239301167505 -38.88171034722759, 145.920464792978 -38.91056032146507, 145.869932552897 -38.77629732900171, 145.79609316818915 -38.69025727816595, 145.7334802774614 -38.64652089641252, 145.81661191452548 -38.64750111837923, 145.81645772602286 -38.58352396597764, 145.76819120822606 -38.60398640163846, 145.77571367508446 -38.567922188957475, 145.75715354458265 -38.566213415616936, 145.76193353595798 -38.538455660789694, 145.72104854284518 -38.5244226567781, 145.71839754071814 -38.53821596367297, 145.69869597044615 -38.53624372225369, 145.6958275028953 -38.502176386840596, 145.6738181212846 -38.48064965613898, 145.68835179457864 -38.46444441907619, 145.6947776726434 -38.37595718799218, 145.60569501136345 -38.33241911538378, 145.6124578085314 -38.285560341576016, 145.7326864419344 -38.28934080916803, 145.7353999871593 -38.27455261927109, 145.76131774726636 -38.277458623144156, 145.75961388601363 -38.26489771894476, 145.800466331896 -38.26435328487085, 145.83115135097597 -38.30346862231659, 145.82769048961984 -38.32043463417212, 145.88493823294775 -38.316937639273654, 145.88840204202532 -38.33682823464594, 145.90655707957302 -38.339017552970034, 145.90203053383 -38.326475151565944, 145.94063543154044 -38.330712267382644, 145.96756678900005 -38.31187291021701, 146.01162460180743 -38.33275603554265, 146.06394470420372 -38.310597360212995, 146.12268203706125 -38.359986038804315, 146.18923623225476 -38.34387178557969, 146.20379635186683 -38.317067575483264, 146.25051593153083 -38.32659411497736, 146.24361188924212 -38.35610532965108, 146.21047924442752 -38.36996508430015, 146.24085507598858 -38.37917045259029, 146.22330807384066 -38.44011245267463, 146.27219987447165 -38.446348319312385, 146.2355412282852 -38.46026040069817, 146.26265735921623 -38.47101087276069, 146.25492510060872 -38.49595129634428, 146.29178613958882 -38.500169976087804, 146.28450312108023 -38.523568094694056, 146.3273120056477 -38.53073669889989, 146.3127016415075 -38.5618329690107, 146.3676266330089 -38.5765513921654, 146.36855792500745 -38.591816536328, 146.4631441424322 -38.598515084397654, 146.52834885089823 -38.623048840414555, 146.5182324324329 -38.70743858217504, 146.39482374484217 -38.72028260706226, 146.38050717360537 -38.68540332578682, 146.35101221242533 -38.672356467521226, 146.33707367264384 -38.67452049150273, 146.33822510035662 -38.691809822693614, 146.25236081292942 -38.69776523839127, 146.24442805806714 -38.68337475171927, 146.2161893096719 -38.695268483714734, 146.22893750266545 -38.70140948268955, 146.18623094328976 -38.74310638780644, 146.23247479916856 -38.80864021760354, 146.27275787226958 -38.80610047655506, 146.2704225321521 -38.86032759571287, 146.28661462252538 -38.86633779794375, 146.2983523076118 -38.90612998205204, 146.3232566544676 -38.903448990876036, 146.3684642986104 -38.86016028595976, 146.41487482128457 -38.852065841355106, 146.43781006005705 -38.77904295961555, 146.4776570826003 -38.79010564065109, 146.46803620414101 -38.87364274144285, 146.4891345888331 -38.91072452324183, 146.45589461923342 -38.939884342940985, 146.4361539048145 -38.980542559718224, 146.44554045724752 -39.00409778055969, 146.43173802898775 -39.010182809569464, 146.47513211928373 -39.02564058289501, 146.46087342040445 -39.03745326190381, 146.48334720654174 -39.06039166771825, 146.43111744832422 -39.065580650858855, 146.42505455226495 -39.08317049251437, 146.44159860549993 -39.08952755978367, 146.42482097945327 -39.130954747785886, 146.34617149436178 -39.12535197591587, 146.32105345136543 -39.08052107778638, 146.3403315413391 -39.07678679819, 146.34315047178998 -39.060699146301346, 146.34915078673032 -39.06051025374448, 146.35150851641333 -39.05962077191372, 146.35210462136564 -39.05912945795488, 146.35228600341776 -39.05843335396411, 146.3171162415521 -39.05194807732245, 146.32644726021852 -39.04085099894525, 146.31409886256557 -39.03163190197645, 146.32872563542205 -39.0275755320334, 146.3166177104687 -39.02869209614484, 146.30538597319668 -39.03936858337946, 146.27422042504608 -38.996222608817774, 146.2491193895869 -38.99605519796689, 146.26729881888468 -38.99133131027778, 146.26942891467579 -38.973362729325935, 146.23300660791196 -38.91798338930737, 146.11421289908245 -38.827465457045804))"
southern grampians,"POLYGON ((142.36825914052906 -37.53784884222073, 142.35348649463862 -37.59797072373752, 142.58712072919033 -37.62695999548083, 142.61877665182007 -37.64683491745799, 142.59016700184475 -37.765104137503165, 142.61472508732194 -37.8103342952185, 142.5525437530895 -37.801315101523194, 142.5307057340615 -37.843025684502386, 142.46669236008137 -37.83491413472784, 142.4501404922876 -37.9184174362746, 142.40900662441996 -37.89815065476952, 142.41360897346757 -37.93222037224237, 142.21445054747326 -37.93451993381803, 142.13380589075183 -37.95655119736638, 142.0312279426724 -37.948229564523174, 141.97152548103844 -37.97298647432117, 141.91525988483178 -37.96386172612107, 141.86626973362945 -37.92879270618182, 141.9150471624934 -37.911864261795266, 141.91901187806934 -37.8862292698615, 141.8285193976555 -37.86831427472159, 141.83131170500462 -37.89276456602407, 141.7322275153163 -37.89534065356811, 141.7237565834537 -37.71627854301919, 141.69182166333107 -37.7017713141779, 141.6873079919717 -37.68049381180139, 141.6668385998725 -37.67697589765885, 141.64465841951824 -37.64517498325298, 141.58745637661735 -37.64447096613012, 141.57394505874038 -37.61244276720114, 141.5244323663387 -37.60171868545054, 141.54542064568952 -37.589698130514684, 141.51424596062063 -37.56077869765071, 141.5459136108073 -37.54056918824289, 141.52556284628986 -37.49458233686056, 141.53740130635893 -37.45782319327787, 141.48666947565962 -37.45245553750181, 141.49929697759708 -37.38016038374287, 141.4315467760407 -37.37229434204464, 141.43151161934836 -37.2975231285862, 141.53145059201776 -37.29763005397762, 141.48956096358359 -37.246672101401224, 141.49133228547055 -37.22069377133772, 141.57618510957664 -37.188108614732975, 141.59721184223432 -37.16121619671116, 141.61483972449696 -37.16943740372152, 141.6723708300487 -37.15225702075763, 141.72457565499198 -37.188001206840035, 141.80077137669858 -37.16666150790756, 141.81090106003398 -37.17731572653309, 141.8401868957826 -37.16814609609812, 141.8405576610728 -37.15249716502235, 141.90888153485182 -37.13483467771023, 141.91026846247155 -37.113450333655706, 141.93528954318109 -37.170769565404235, 141.91294892629048 -37.20220163335163, 141.99977097738952 -37.224316499342024, 142.07968459367677 -37.223583793833335, 142.1144942075291 -37.11204075511205, 142.1875446659295 -37.11277611225965, 142.20626188498107 -37.08728284416715, 142.24102391244878 -37.14991012553624, 142.4230955892286 -37.26008362468016, 142.5163487861413 -37.29321061629747, 142.47801097893785 -37.40092423773103, 142.36825914052906 -37.53784884222073))"
stonnington,"POLYGON ((145.04028528088455 -37.84468385288955, 145.06855425868588 -37.87472111101847, 145.0921544999019 -37.87179662262482, 145.08823178426366 -37.89296317748575, 144.98332747559044 -37.85564380305292, 144.9879310926243 -37.82960425420668, 145.04028528088455 -37.84468385288955))"
strathbogie,"POLYGON ((145.12030803567438 -36.92445612262466, 145.12126831278243 -36.89388499049683, 145.0870436711819 -36.86890579698048, 144.9870138974093 -36.83611671290887, 144.93325022647497 -36.835473069232904, 144.9440278733828 -36.857136140105595, 144.8509228566384 -36.879439896912146, 144.79856204732712 -36.832610373068064, 144.78486787309757 -36.77062869974866, 144.79479810851853 -36.75071009929329, 144.9319441859229 -36.747907918587124, 144.9321560709633 -36.69966306829432, 144.9867293218721 -36.69971077202133, 145.01707153008763 -36.6687916439014, 145.0204988681279 -36.681950564220216, 145.04261255444206 -36.68202630573732, 145.04347330761587 -36.6506595755962, 145.087358137699 -36.675450988770265, 145.1685422922253 -36.675284853369085, 145.17983654858944 -36.70115385531543, 145.18561976123297 -36.686112603619634, 145.2218676430813 -36.68731032913884, 145.20504045535148 -36.654778299764416, 145.3025226115553 -36.64192780645648, 145.30469928824726 -36.61347261642609, 145.31891857600863 -36.61238890441063, 145.3535896733179 -36.556090665470904, 145.63165614662157 -36.56335127311157, 145.63157733564833 -36.49904205969263, 145.73187604014709 -36.49902331283741, 145.7244276565095 -36.424672600826426, 145.79918757348958 -36.45889500739695, 145.82332106006345 -36.45402676909746, 145.8194424986489 -36.56340746952321, 145.85536846218935 -36.56828377213674, 145.84515607469066 -36.651276001935344, 145.81233143079888 -36.73548127011688, 145.82997426222812 -36.78633333170936, 145.87241821366342 -36.79990510484959, 145.86092785325636 -36.910409904728006, 145.79053946256252 -36.932421499811525, 145.70455047783173 -36.92437140361011, 145.65347121402087 -36.94568337010677, 145.60821752913196 -36.94082272586072, 145.5822580031814 -36.96170175215298, 145.53184853092196 -36.95903220456975, 145.5288711926037 -36.99382198958051, 145.49935640375287 -36.99203547848628, 145.48688751539692 -37.02351560280724, 145.3729383478006 -36.975271840498706, 145.36430117743419 -36.99197975000034, 145.33997986244603 -36.983445028245924, 145.3038172949986 -37.015936435928374, 145.28615552033452 -36.994086994559254, 145.29233736383267 -36.95215989472379, 145.2642509891388 -36.94666297273394, 145.2347903210386 -36.90992937545358, 145.2098695085153 -36.944325384943085, 145.1269060837378 -36.941548842188176, 145.1326624031853 -36.928346463501576, 145.12030803567438 -36.92445612262466))"
surf coast,"POLYGON ((144.24547082544103 -38.3966501799845, 144.19893714562033 -38.40720790700835, 144.18433879790646 -38.42920608418991, 144.13302720045775 -38.4349759888858, 144.1045356859437 -38.46930981824445, 144.03651883243393 -38.47574201788174, 143.97984304268377 -38.53226871757032, 143.98617467556554 -38.55126942309256, 143.96011441470108 -38.57564361056356, 143.82454383899918 -38.566574406834334, 143.85615418260718 -38.52514868460021, 143.8349441359188 -38.51056072315913, 143.87878640924575 -38.276191795537756, 143.8338477037167 -38.29097053375937, 143.85737374867867 -38.133495148301236, 143.90083738848028 -38.138519772109724, 143.90847512062194 -38.104486799390926, 143.97932981545793 -38.13026990609563, 144.10589129620584 -38.10045155208718, 144.1045810879544 -38.12435191714837, 144.11930327071724 -38.11126150402333, 144.140207564897 -38.122143669447446, 144.14012931414183 -38.11031995937006, 144.18750618606794 -38.14592292867117, 144.26017473410568 -38.1376777453682, 144.24133211492128 -38.237770457746535, 144.40608621969304 -38.25716425869667, 144.39649922971313 -38.291768656274435, 144.32835590717625 -38.325965368991724, 144.32747579682643 -38.34017408902036, 144.24547082544103 -38.3966501799845))"
swan hill,"POLYGON ((143.34050372582146 -34.8818456432917, 143.3211526582461 -34.888544442145715, 143.34278670085297 -34.93268940376601, 143.31737612305048 -34.95244803233304, 143.3185742991919 -34.992919452671934, 143.33810960448895 -35.01085443399065, 143.33596981242175 -35.037296484032154, 143.32195273469438 -35.03659376316559, 143.3507677576104 -35.06452494512122, 143.3386650890866 -35.06927938440729, 143.34073617637435 -35.09547046470604, 143.39067776397707 -35.14478778810725, 143.38812792061768 -35.185881768218174, 143.44953366059679 -35.18906905203834, 143.47158927431406 -35.21933009360436, 143.57092646971202 -35.20697460971216, 143.58111522689182 -35.21996300043404, 143.56367465748454 -35.243364439496645, 143.59079845963663 -35.28146677144138, 143.5690208711472 -35.30243205021605, 143.56515930806756 -35.34213834023347, 143.59712126214663 -35.35104942229079, 143.64041312057049 -35.40105387533113, 143.68451742662404 -35.36815107789057, 143.70948884033783 -35.392691699624436, 143.76438979159713 -35.392566863093236, 143.76285449896284 -35.42304950319457, 143.81904951853056 -35.43849975685919, 143.79114819033407 -35.4664832752701, 143.81161673462904 -35.49212162673596, 143.70896223085796 -35.494215280251666, 143.7346231538296 -35.525118812072684, 143.63873937878714 -35.52949217606073, 143.64149414427698 -35.572751206514326, 143.28816499087912 -35.57492651459305, 143.28825884352244 -35.654713855114224, 143.20026677774317 -35.65455974973042, 143.18731105413278 -35.6075563786373, 143.19793883756398 -35.55125243892139, 143.1367726079656 -35.54507614515949, 143.12352501286674 -35.51456568415819, 143.13130800377238 -35.490812244476835, 142.9971776652999 -35.49094157637347, 142.99719346581546 -35.373788265616206, 143.01039528370424 -35.373788996410475, 143.00329926597982 -35.249363435175944, 142.85638260098233 -35.231126846264374, 142.81798916711926 -35.230830163979334, 142.79377945950222 -35.24752886265119, 142.73453579629182 -35.197905785824055, 142.7429351412126 -35.11505075878159, 142.69721722350334 -35.11456167208222, 142.69736783627354 -34.88692243460702, 142.64122095735274 -34.883981135289076, 142.6354070049865 -34.864050687818, 142.51861716134832 -34.86390172400025, 142.5185522425737 -34.75604708829139, 142.55686152791014 -34.775547475648594, 142.6392347546015 -34.780339990494745, 142.64631223495613 -34.76336035079852, 142.6204508095339 -34.75717473924263, 142.61831849231018 -34.72873929893149, 142.66204658609053 -34.72162976144834, 142.6789568119352 -34.73918939255693, 142.6782704534913 -34.72238966240642, 142.69940789001157 -34.724461723663424, 142.67890190697395 -34.68083571217089, 142.71075605244607 -34.6757584540121, 142.6892090978056 -34.652534692591146, 142.7087929773325 -34.62265167354752, 142.68950776070807 -34.61828586238365, 142.70396966887165 -34.613494733203254, 142.69998503070764 -34.599367332875765, 142.75917671144492 -34.60012338637231, 142.74829585515423 -34.576747485575545, 142.78348233945482 -34.579495137674456, 142.76999634249873 -34.568501296803944, 142.7912918411109 -34.54636022791874, 142.81010474694097 -34.560829219129296, 142.78735930794628 -34.58996747797298, 142.8098677445512 -34.58881591929957, 142.80499930360955 -34.60838987913966, 142.82312091150172 -34.60024054016131, 142.84106784645644 -34.626200821398484, 142.8681799021466 -34.62729431301906, 142.85511266314364 -34.6391686323192, 142.87169782957895 -34.650464463381084, 142.8603604400671 -34.6650969528021, 142.88681251465837 -34.67986980447549, 142.92390115168698 -34.64784995647979, 142.95908526471558 -34.66493493869868, 142.97253012996634 -34.69515841970384, 142.9893165302202 -34.66256735049714, 143.01728381489272 -34.67364904225166, 143.01018290423488 -34.693645761956, 143.03250499170613 -34.68291652322923, 143.03947009888296 -34.70259864377849, 143.04042468021186 -34.68587703372598, 143.05482498682352 -34.69884288467981, 143.07076511615398 -34.678367865507404, 143.09256930073116 -34.70126532697627, 143.11234893946047 -34.68088993803953, 143.1210945475151 -34.68747263861284, 143.10706683844953 -34.70153774785556, 143.12761483603296 -34.69273255904279, 143.11803060661435 -34.702978988529246, 143.1474017309936 -34.7147448103885, 143.16169252026884 -34.69790356114582, 143.16536325789474 -34.71812406150214, 143.1809899162333 -34.70947001239577, 143.2009156709886 -34.73343450376717, 143.21885074854995 -34.72945796483477, 143.22439556506518 -34.75871137536576, 143.24073147371254 -34.74539045627588, 143.24891323131567 -34.757886006858314, 143.26493573965135 -34.74860393777747, 143.27406374786239 -34.75267705836324, 143.25203328951835 -34.772480917145174, 143.27673877388492 -34.79224744878754, 143.30857996001725 -34.78001802065992, 143.34821325276093 -34.791883013174626, 143.35956173872577 -34.81688655403807, 143.34050372582146 -34.8818456432917))"
towong,"POLYGON ((147.16865725745382 -36.392432288995025, 147.16424012154516 -36.363877498467794, 147.19447747064174 -36.33004287058543, 147.14358569730842 -36.25852898618592, 147.09719673787026 -36.2324062124396, 147.1011022088401 -36.21876186265118, 147.06675272778457 -36.189702189818675, 147.06857688055513 -36.16349634978756, 147.04965231342763 -36.165002268343414, 147.03171163727848 -36.12246633568812, 147.0541436196698 -36.10532870829787, 147.06219658299443 -36.06572427865706, 147.09555664917877 -36.05255777113636, 147.09811564371472 -36.01016698105521, 147.125601671122 -35.99468814307106, 147.14373484323622 -36.03732609474962, 147.1648687506306 -36.03066389633768, 147.20591840183118 -36.049628519636855, 147.2851827303365 -36.039426315719375, 147.31900185237174 -36.06102980849275, 147.35246941045867 -36.031888000910065, 147.35733358458722 -35.99038124101672, 147.38969867148526 -35.97291564342946, 147.4029110627376 -35.94451671427559, 147.45055925318243 -35.961059288115976, 147.49340412843517 -35.943538251363705, 147.55144413197567 -36.0040346263299, 147.58399144908623 -35.98476014877048, 147.54774001559827 -35.9786285358707, 147.5490853270616 -35.96456072588404, 147.60148537698203 -35.97903440011454, 147.64700437369942 -35.94589451349721, 147.70868166595574 -35.928668488276294, 147.7768140903127 -35.968595643962395, 147.80631335603505 -35.96514969629337, 147.88373361926523 -36.00187327272958, 147.9128751853842 -35.99563298502618, 147.9115787418429 -36.02645018512529, 147.93440982761038 -36.04774734709946, 147.99940504545523 -36.04605830232038, 147.98055362345696 -36.08699686107077, 147.99941790901292 -36.09870049266817, 148.00073888385393 -36.13909374304047, 148.03753055774746 -36.14090595602196, 148.02225514569255 -36.17754601502926, 148.04056062915956 -36.20683119670009, 148.02614926948294 -36.222992005642155, 148.03550000716862 -36.31077938697308, 148.05919340223343 -36.31986323894778, 148.03754095704306 -36.39012701765733, 148.08035444617332 -36.42207269132903, 148.08753072132478 -36.45180721210446, 148.12475706370668 -36.464645075206406, 148.13359444951655 -36.5670506465917, 148.150409067874 -36.55833208790061, 148.1606128335631 -36.57957483886834, 148.20623112522458 -36.58697714262942, 148.21788172187726 -36.59857650365457, 148.2029083926068 -36.61217607252279, 148.22066273804273 -36.62553723405684, 148.18867992533225 -36.68864644186136, 148.13446727728052 -36.74370224781099, 147.96021403208044 -36.61242402287095, 147.53927013545734 -36.7383646601621, 147.53136232304354 -36.76887963973641, 147.4709932112194 -36.78328132508183, 147.46541432878234 -36.81092178482229, 147.4130003107592 -36.78329590053506, 147.36902431389794 -36.73438377678034, 147.3058875845196 -36.73233608184374, 147.30826285919989 -36.690119281755784, 147.2298729936053 -36.677242985581586, 147.17354933740646 -36.638979450973125, 147.17037504458733 -36.582976030365124, 147.12596028557968 -36.551532846732265, 147.10386821662908 -36.488613794621465, 147.12507802767757 -36.45048889600843, 147.14534707447334 -36.44968451756695, 147.16865725745382 -36.392432288995025))"
wangaratta,"POLYGON ((146.25003647846668 -36.733821981915085, 146.2127705535733 -36.654843508668996, 146.22533555774322 -36.59963074923632, 146.194948434108 -36.587559146928264, 146.19525458133583 -36.5229600065343, 146.2098143312284 -36.50269059747162, 146.17587124014563 -36.47288555479042, 146.22465475484708 -36.448939158214, 146.20455217237065 -36.4112657164947, 146.21946746600977 -36.3571518672391, 146.2042208176626 -36.364593096168285, 146.1970525322322 -36.334254995445974, 146.1809815444774 -36.33760273428967, 146.18105573895346 -36.29748340403502, 146.14712658428687 -36.299191521562605, 146.13144974859853 -36.28341608031441, 146.13106133944578 -36.18653876965699, 146.23662500187518 -36.19063763741858, 146.24565708184176 -36.17785234799932, 146.22899740555016 -36.16881733671621, 146.23922565820712 -36.13021448721643, 146.20518588426188 -36.12528033468487, 146.2164860756295 -36.096622975327364, 146.19659051010828 -36.0852557237937, 146.20279301085097 -36.069585304146386, 146.29476762400614 -36.087533391026604, 146.28418945959024 -36.142245690603595, 146.52329401762657 -36.17150675852796, 146.54019563355916 -36.183249999866874, 146.52519691235554 -36.21518403895459, 146.5356756291682 -36.22828222982248, 146.51253890082648 -36.246669198214754, 146.5715572304673 -36.253602682670525, 146.55797196408642 -36.32880919214293, 146.63497022447905 -36.30343004774959, 146.60425939056222 -36.38114324594947, 146.61185571760421 -36.396136316616534, 146.68786003228462 -36.42159620249553, 146.724998536565 -36.41869304527726, 146.71945259072172 -36.47705403523706, 146.64343454054924 -36.49956504965795, 146.63434313939 -36.522522989123395, 146.66155033479933 -36.5237012211763, 146.6704766081163 -36.56886695214004, 146.62182880897754 -36.6305101788812, 146.61552759740755 -36.65306195855368, 146.63087371144476 -36.68276054989728, 146.5664585953205 -36.74111876544303, 146.64255983442646 -36.81280729161201, 146.62570764212987 -36.85657292062688, 146.6439078875752 -36.869769382079, 146.64360140000628 -36.93514777247501, 146.67233232966174 -36.98276124494129, 146.67395843414133 -37.11287742589492, 146.6388372583334 -37.12728185334455, 146.64705098274908 -37.16314576419054, 146.33572393921622 -36.95297494963768, 146.2771386414528 -36.9314133251762, 146.24294012420663 -36.86955112226319, 146.25003647846668 -36.733821981915085))"
warrnambool,"POLYGON ((142.47431296391235 -38.40232131759593, 142.42237055904786 -38.37242259040344, 142.42893183529375 -38.31434164743501, 142.509888705953 -38.31254414912748, 142.5187959020022 -38.35888359192489, 142.5563642251903 -38.3596236481226, 142.57019885897105 -38.38860569810568, 142.62091466086213 -38.38860332107873, 142.60900763816258 -38.45018077174899, 142.51135272775934 -38.396938504719294, 142.47431296391235 -38.40232131759593))"
