ACCIDENT_NO,SEVERITY,LGA_NAME,LATITUDE,LONGITUDE
T20180019966,severe,yarra,-37.800055,144.995141
T20180019996,severe,melbourne,-37.819909,144.951229
T20180020038,severe,brimbank,-37.81188,144.768968
T20180019993,severe,casey,-38.180194,145.314411
T20180019988,severe,darebin,-37.71359,145.045261
T20180020041,severe,manningham,-37.758128,145.086229
T20180020042,severe,yarra,-37.817808,144.992308
T20180019984,severe,melbourne,-37.805505,144.948655
T20180021448,severe,knox,-37.861187,145.211709
T20180020045,severe,darebin,-37.737929,145.011962
T20180020046,severe,maribyrnong,-37.800719,144.90787
T20180020049,severe,maribyrnong,-37.792386,144.893476
T20180020050,severe,port phillip,-37.837732,144.965571
T20180020051,severe,yarra,-37.809043,144.985661
T20180020052,severe,melbourne,-37.823559,144.976561
T20180020057,severe,darebin,-37.718137,145.019231
T20180020058,severe,moonee valley,-37.757804,144.923969
T20180020064,severe,casey,-38.026394,145.254323
T20180020028,severe,hume,-37.67987,144.9566
T20180020026,severe,moonee valley,-37.7424,144.863411
T20180020018,severe,cardinia,-38.061778,145.455334
T20180020333,severe,casey,-37.976079,145.241675
T20180020033,severe,casey,-37.994165,145.262463
T20180020015,severe,moreland,-37.730398,144.954568
T20180020014,severe,moreland,-37.74083,144.962562
T20180020013,severe,monash,-37.858093,145.13622
T20180021653,severe,cardinia,-37.952157,145.554688
T20180020070,severe,moreland,-37.735644,144.945526
T20180020123,severe,boroondara,-37.779658,145.078522
T20180020265,fatal,moonee valley,-37.780657,144.915627
T20180020073,severe,whitehorse,-37.818387,145.176047
T20180020082,severe,moreland,-37.757619,144.963745
T20180020121,severe,moreland,-37.710993,144.963951
T20180020098,severe,hume,-37.67934,144.966691
T20180020120,severe,moonee valley,-37.733946,144.889401
T20180020094,severe,maribyrnong,-37.821185,144.890372
T20180020087,severe,darebin,-37.746748,145.01688
T20180020119,severe,kingston,-37.998896,145.074617
T20180020138,severe,melbourne,-37.801355,144.913401
T20180020172,severe,cardinia,-38.075085,145.437472
T20180020117,severe,hume,-37.694082,144.91379
T20180020115,severe,port phillip,-37.856744,144.982542
T20180020090,severe,monash,-37.892716,145.128211
T20180020114,severe,boroondara,-37.830193,145.046576
T20180020113,severe,darebin,-37.74507,145.00269
T20180021265,severe,darebin,-37.748256,145.029734
T20180020109,severe,manningham,-37.761803,145.108449
T20180020065,severe,monash,-37.920997,145.181081
T20180020108,severe,casey,-38.059929,145.338449
T20180020069,severe,yarra,-37.79207,145.01185
T20180020100,severe,moonee valley,-37.785434,144.923269
T20180020433,severe,yarra,-37.784917,144.975069
T20180020112,severe,casey,-38.052436,145.353608
T20180020152,severe,darebin,-37.765986,145.002379
T20180020151,severe,yarra,-37.786894,144.993336
T20180020178,severe,casey,-37.97041,145.316399
T20180020177,severe,moonee valley,-37.75434,144.908339
T20180020992,severe,melbourne,-37.831545,144.987897
T20180020208,severe,casey,-38.07453,145.335626
T20180020170,severe,moreland,-37.754994,144.945595
T20180020203,severe,maribyrnong,-37.803532,144.89391
T20180020199,severe,darebin,-37.699377,145.029098
T20180020259,severe,darebin,-37.75229,145.001652
T20180020179,severe,stonnington,-37.854704,144.99283
T20180020154,severe,darebin,-37.755288,144.994115
T20180020157,severe,whitehorse,-37.804093,145.14148
T20180020148,severe,melbourne,-37.79962,144.957568
T20180020142,severe,monash,-37.902831,145.108909
T20180021454,severe,casey,-38.08432,145.295687
T20180020137,severe,casey,-38.03755,145.304977
T20180020217,severe,melbourne,-37.806618,144.96253
T20180020267,severe,melbourne,-37.811561,144.964732
T20180020207,severe,moreland,-37.752121,144.935807
T20180020204,severe,melbourne,-37.815493,144.96654
T20180020240,severe,moreland,-37.69966,144.939569
T20180020239,severe,whitehorse,-37.85139,145.13248
T20180020236,severe,cardinia,-37.92003,145.56377
T20180020253,severe,casey,-37.99476,145.238091
T20180020231,severe,port phillip,-37.86872,144.99312
T20180020229,severe,kingston,-37.935099,145.03617
T20180020246,severe,boroondara,-37.807481,145.028883
T20180020244,severe,moreland,-37.69772,144.959267
T20180020243,severe,stonnington,-37.85192,144.983985
T20180020228,severe,casey,-38.098075,145.283199
T20180020226,severe,casey,-38.086193,145.308209
T20180020285,severe,moreland,-37.776722,144.95734
T20190002339,severe,yarra,-37.810568,145.000645
T20180020287,severe,darebin,-37.75581,145.001064
T20180020291,severe,monash,-37.911252,145.122327
T20180020292,severe,casey,-38.13916,145.22741
T20180020295,severe,stonnington,-37.8806,145.090704
T20180020297,severe,melbourne,-37.806293,144.959504
T20180020300,severe,hume,-37.693835,144.90989
T20180020301,severe,casey,-38.1247,145.325997
T20180020905,severe,melbourne,-37.80983,144.978332
T20180020311,severe,moonee valley,-37.723955,144.894719
T20180020255,severe,yarra,-37.819053,145.003909
T20180020322,severe,hume,-37.598103,144.93351
T20180020324,severe,melbourne,-37.812545,144.965182
T20180020258,severe,brimbank,-37.785301,144.83583
T20180020328,severe,yarra,-37.795289,144.98437
T20180020262,severe,cardinia,-38.10759,145.486913
T20180020341,severe,kingston,-38.070633,145.138052
T20180020347,severe,casey,-38.03223,145.267883
T20180020268,severe,cardinia,-38.075289,145.474441
T20180020370,severe,knox,-37.862642,145.286964
T20180020269,severe,melbourne,-37.819613,144.960017
T20180020272,severe,moonee valley,-37.767159,144.924843
T20180020273,severe,manningham,-37.79918,145.160058
T20180020279,severe,brimbank,-37.78578,144.831904
T20180020280,severe,darebin,-37.71709,145.04309
T20180020346,severe,manningham,-37.756088,145.104539
T20180020367,severe,monash,-37.885238,145.164793
T20180020455,severe,moreland,-37.752181,144.935637
T20180020387,severe,brimbank,-37.734441,144.799448
T20180020374,severe,brimbank,-37.777661,144.833371
T20180020371,severe,kingston,-37.948955,145.043658
T20180020542,severe,yarra,-37.79242,144.975833
T20180020379,severe,monash,-37.925452,145.157228
T20180020338,severe,darebin,-37.742599,145.003293
T20180020397,severe,kingston,-37.953441,145.07897
T20180020359,severe,knox,-37.90225,145.235079
T20180020330,severe,melbourne,-37.801118,144.95127
T20180021118,severe,monash,-37.87329,145.148213
T20180020549,severe,knox,-37.914653,145.23557
T20180020336,severe,hume,-37.63205,144.881967
T20180020465,severe,whitehorse,-37.79804,145.13985
T20180020466,severe,boroondara,-37.78242,145.078404
T20180020470,severe,hume,-37.571513,144.909284
T20180020475,severe,casey,-38.014945,145.30557
T20180020480,severe,moreland,-37.70413,144.923308
T20180020435,severe,moonee valley,-37.772393,144.922319
T20180020434,severe,melbourne,-37.811751,144.971711
T20180020430,severe,moreland,-37.755681,144.965995
T20180020427,severe,monash,-37.899033,145.092335
T20180020467,severe,brimbank,-37.796623,144.83651
T20180020415,severe,brimbank,-37.757534,144.788673
T20180021147,severe,melbourne,-37.812025,144.959343
T20180020447,severe,brimbank,-37.782994,144.772882
T20180020444,severe,whitehorse,-37.81418,145.17668
T20180020443,severe,melbourne,-37.801332,144.953161
T20180020441,fatal,hume,-37.64941,144.952422
T20180020439,severe,moreland,-37.76843,144.961889
T20180020438,severe,brimbank,-37.716039,144.780663
T20180020530,severe,moreland,-37.694651,144.91976
T20180020557,severe,brimbank,-37.756752,144.823663
T20180020520,severe,melbourne,-37.812499,144.970755
T20180020901,severe,kingston,-37.949117,145.045999
T20180020723,severe,yarra,-37.806051,144.998096
T20180020482,severe,stonnington,-37.845948,144.987037
T20180020568,severe,casey,-38.108186,145.243381
T20180020944,severe,boroondara,-37.843751,145.05435
T20180021135,severe,melbourne,-37.810946,144.991139
T20180020567,severe,boroondara,-37.830322,145.047695
T20180021011,severe,port phillip,-37.864529,144.981701
T20180020565,fatal,cardinia,-38.071817,145.48317
T20180020560,severe,casey,-38.159914,145.318567
T20180020555,severe,knox,-37.876389,145.257657
T20180020554,severe,darebin,-37.732276,145.024967
T20180020551,severe,cardinia,-38.069656,145.632289
T20180020544,severe,monash,-37.872205,145.148398
T20180020538,severe,yarra,-37.79523,144.993626
T20180023220,severe,yarra,-37.802337,144.977775
T20180022293,severe,knox,-37.92607,145.233313
T20180020593,severe,casey,-38.101773,145.282601
T20180020590,severe,brimbank,-37.81018,144.807998
T20180020587,severe,knox,-37.88227,145.220741
T20180020586,severe,casey,-38.084869,145.277773
T20180021843,severe,stonnington,-37.841709,145.01413
T20180020582,severe,hume,-37.581809,144.914639
T20180020580,severe,darebin,-37.764135,144.990511
T20180020597,severe,monash,-37.861951,145.100189
T20180020631,severe,cardinia,-38.086326,145.472108
T20180020569,severe,monash,-37.927917,145.148846
T20180021112,severe,port phillip,-37.854335,144.962034
T20180020632,severe,maribyrnong,-37.802691,144.88879
T20180020606,severe,darebin,-37.700019,145.058126
T20180020636,severe,cardinia,-38.071947,145.485068
T20180020643,severe,monash,-37.890651,145.1149
T20180020734,severe,yarra,-37.816179,144.994949
T20180020646,severe,moonee valley,-37.753656,144.886981
T20180021519,severe,port phillip,-37.85639,144.982557
T20180020647,severe,monash,-37.874827,145.107751
T20180020668,severe,casey,-38.011453,145.272309
T20180020717,severe,knox,-37.83569,145.289736
T20180020604,severe,melbourne,-37.819171,144.968227
T20180020613,severe,port phillip,-37.866849,144.974384
T20180020616,severe,moreland,-37.77391,144.937299
T20180020825,severe,moreland,-37.713489,144.91606
T20180020619,severe,maribyrnong,-37.802157,144.88148
T20180020701,severe,port phillip,-37.86784,144.990447
T20180020783,severe,maribyrnong,-37.768931,144.891731
T20180020693,severe,monash,-37.87343,145.15879
T20180020707,severe,casey,-38.103357,145.291772
T20180020653,severe,port phillip,-37.849503,144.97787
T20180020659,severe,brimbank,-37.7835,144.827636
T20180020667,severe,kingston,-37.95778,145.05217
T20180020674,severe,knox,-37.84769,145.227142
T20180020675,severe,port phillip,-37.833009,144.960574
T20180020686,severe,hume,-37.580439,144.725268
T20180020689,severe,moreland,-37.75667,144.974868
T20180020669,severe,yarra,-37.799845,144.992987
T20180020770,severe,yarra,-37.793129,144.97645
T20180020769,severe,melbourne,-37.814089,144.960284
T20180020762,severe,moonee valley,-37.737046,144.905446
T20180020761,severe,cardinia,-38.069699,145.63204
T20180020768,severe,moreland,-37.694712,144.958781
T20180020776,severe,hume,-37.639441,144.919481
T20180020742,severe,stonnington,-37.87799,145.056612
T20180020741,severe,moonee valley,-37.77442,144.915726
T20180020855,severe,monash,-37.933148,145.15674
T20180020739,severe,port phillip,-37.84131,144.938061
T20180020738,severe,manningham,-37.759288,145.210273
T20180020736,severe,whitehorse,-37.84308,145.206171
T20180020722,severe,casey,-38.035697,145.267358
T20180020922,severe,moonee valley,-37.739839,144.863854
T20180020735,severe,whitehorse,-37.846222,145.096357
T20180020802,severe,boroondara,-37.821391,145.058593
T20180020924,severe,monash,-37.885852,145.10212
T20180023931,severe,knox,-37.92793,145.23295
T20180020781,severe,brimbank,-37.774938,144.81018
T20180020784,severe,melbourne,-37.79202,144.958527
T20180020788,severe,brimbank,-37.743172,144.79048
T20180020789,severe,brimbank,-37.7811,144.829232
T20180020793,severe,casey,-38.044054,145.303455
T20180020797,severe,whitehorse,-37.837507,145.109721
T20180020811,severe,knox,-37.87094,145.296994
T20180020817,severe,whitehorse,-37.80146,145.117842
T20180020822,severe,maribyrnong,-37.818714,144.875816
T20180020824,severe,melbourne,-37.790308,144.943302
T20180020827,severe,cardinia,-38.047923,145.370106
T20180020834,severe,port phillip,-37.8572,144.991024
T20180020923,severe,yarra,-37.777899,144.988499
T20180020875,severe,hume,-37.579349,144.923579
T20180020876,severe,boroondara,-37.792253,145.030237
T20180020877,severe,brimbank,-37.815651,144.853111
T20180020883,severe,hume,-37.678975,144.932066
T20180020903,severe,casey,-37.97866,145.25063
T20180020884,severe,melbourne,-37.79006,144.958733
T20180020837,severe,kingston,-37.931814,145.116889
T20180021946,severe,port phillip,-37.848109,144.977484
T20180020841,severe,port phillip,-37.836495,144.970424
T20180020921,severe,yarra,-37.782405,144.97548
T20180022236,severe,manningham,-37.73039,145.274309
T20180020849,severe,darebin,-37.747327,145.021775
T20180020852,severe,maribyrnong,-37.77744,144.885197
T20180020854,severe,brimbank,-37.78511,144.844081
T20180020895,severe,stonnington,-37.862171,145.02677
T20180020897,severe,melbourne,-37.80366,144.963418
T20180020872,severe,knox,-37.85679,145.22899
T20180020939,severe,melbourne,-37.812282,144.962257
T20180020917,severe,casey,-38.07122,145.310167
T20180020915,severe,boroondara,-37.84439,145.054228
T20180020914,severe,cardinia,-38.246679,145.617279
T20180022781,severe,cardinia,-38.070262,145.411253
T20180020960,severe,manningham,-37.766629,145.182653
T20180020951,severe,port phillip,-37.845314,144.943476
T20180020947,severe,knox,-37.876928,145.2251
T20190020738,severe,brimbank,-37.70053,144.796352
T20180021085,severe,melbourne,-37.809046,144.946137
T20180020946,severe,brimbank,-37.742698,144.845748
T20180021063,severe,yarra,-37.831069,145.00777
T20180021452,severe,casey,-38.101699,145.28198
T20180020952,severe,darebin,-37.72494,145.0249
T20180020984,severe,melbourne,-37.78801,144.959
T20180020994,severe,melbourne,-37.823,144.960901
T20180020997,severe,darebin,-37.731667,144.991144
T20180021001,severe,manningham,-37.75361,145.134802
T20180021002,severe,hume,-37.607158,144.911558
T20180021003,severe,knox,-37.86264,145.21184
T20180021005,severe,monash,-37.899067,145.085331
T20180020969,severe,melbourne,-37.809869,144.962889
T20180021006,severe,moreland,-37.75439,144.970719
T20180020986,severe,whitehorse,-37.829431,145.136477
T20180022226,severe,casey,-38.007928,145.277352
T20180021970,severe,stonnington,-37.857504,144.99229
T20180021906,severe,melbourne,-37.822061,144.9745
T20180020975,severe,moonee valley,-37.756031,144.908037
T20190019349,severe,cardinia,-38.087475,145.455705
T20180020980,severe,hume,-37.642468,144.94339
T20180021333,severe,yarra,-37.805462,144.996989
T20200008011,severe,darebin,-37.741797,145.022681
T20180021017,severe,stonnington,-37.84835,144.993895
T20180022666,severe,moreland,-37.775867,144.971025
T20180021052,severe,darebin,-37.77337,144.99819
T20180021049,severe,melbourne,-37.812624,144.961082
T20180021044,severe,whitehorse,-37.841819,145.117445
T20180021041,severe,knox,-37.925798,145.268007
T20180021055,severe,hume,-37.601519,144.925626
T20180021035,severe,manningham,-37.747656,145.18058
T20180021082,severe,cardinia,-37.943106,145.636691
T20180021030,severe,hume,-37.635209,144.930041
T20180021028,severe,casey,-38.026974,145.310079
T20180021027,severe,boroondara,-37.792028,145.093095
T20180021056,severe,casey,-38.005009,145.273617
T20180021248,severe,stonnington,-37.870266,145.043537
T20180021088,severe,whitehorse,-37.850426,145.103429
T20180021102,severe,monash,-37.925672,145.15912
T20180021087,severe,whitehorse,-37.850708,145.119932
T20180021103,severe,hume,-37.646588,144.973031
T20180021206,severe,casey,-38.047668,145.264995
T20180021083,severe,manningham,-37.786788,145.13505
T20180021113,severe,hume,-37.620461,144.921393
T20180021126,severe,stonnington,-37.8551,145.017517
T20180021115,severe,hume,-37.597896,144.931591
T20180021117,severe,monash,-37.892099,145.191695
T20180021119,severe,moonee valley,-37.726428,144.867981
T20190010667,severe,casey,-38.100077,145.284601
T20180021094,severe,hume,-37.651659,144.930717
T20180021382,severe,boroondara,-37.828741,145.034213
T20180022035,severe,brimbank,-37.73934,144.85243
T20190000812,severe,casey,-38.10679,145.233661
T20180021227,severe,melbourne,-37.825349,144.957045
T20180021229,severe,boroondara,-37.781608,145.074788
T20180021263,severe,boroondara,-37.814718,145.03703
T20180021143,severe,casey,-38.00756,145.299941
T20180021277,severe,maribyrnong,-37.787579,144.883286
T20180021144,severe,knox,-37.856566,145.296004
T20180021151,severe,moreland,-37.772989,144.950608
T20180021152,severe,port phillip,-37.867757,144.985644
T20180021156,severe,kingston,-37.983139,145.07117
T20180021160,severe,darebin,-37.71064,145.05223
